Area_Name,Year,Group_Name,K_A_Cases_Reported,K_A_Female_10_15_Years,K_A_Female_15_18_Years,K_A_Female_18_30_Years,K_A_Female_30_50_Years,K_A_Female_Above_50_Years,K_A_Female_Total,K_A_Female_Upto_10_Years,K_A_Grand_Total,K_A_Male_10_15_Years,K_A_Male_15_18_Years,K_A_Male_18_30_Years,K_A_Male_30_50_Years,K_A_Male_Above_50_Years,K_A_Male_Total,K_A_Male_Upto_10_Years
Arunachal Pradesh,2008,Kidnap - For Prostitution,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0
Assam,2008,Kidnap - For Prostitution,84,0,0,69,15,0,84,0,84,0,0,0,0,0,0,0
Bihar,2008,Kidnap - For Prostitution,2,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0
Chhattisgarh,2008,Kidnap - For Prostitution,7,1,2,4,0,0,7,0,7,0,0,0,0,0,0,0
Delhi,2008,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Kidnap - For Prostitution,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Haryana,2008,Kidnap - For Prostitution,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0
Himachal Pradesh,2008,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Kidnap - For Prostitution,21,1,0,20,0,0,21,0,21,0,0,0,0,0,0,0
Karnataka,2008,Kidnap - For Prostitution,3,1,2,4,0,0,7,0,7,0,0,0,0,0,0,0
Madhya Pradesh,2008,Kidnap - For Prostitution,4,2,0,0,0,0,5,3,5,0,0,0,0,0,0,0
Maharashtra,2008,Kidnap - For Prostitution,74,14,78,48,2,0,142,0,142,0,0,0,0,0,0,0
Manipur,2008,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Kidnap - For Prostitution,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Mizoram,2008,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Kidnap - For Prostitution,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0
Puducherry,2008,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Kidnap - For Prostitution,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Rajasthan,2008,Kidnap - For Prostitution,6,0,0,5,0,0,5,0,6,0,0,0,0,0,1,1
Tamil Nadu,2008,Kidnap - For Prostitution,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
West Bengal,2008,Kidnap - For Prostitution,14,3,6,10,0,0,19,0,19,0,0,0,0,0,0,0
Andhra Pradesh,2008,Kidnap - For Ransom,10,0,0,1,0,0,1,0,10,0,0,1,5,2,9,1
Arunachal Pradesh,2008,Kidnap - For Ransom,12,0,0,0,0,0,0,0,12,0,0,3,8,1,12,0
Assam,2008,Kidnap - For Ransom,51,0,0,29,6,0,35,0,51,0,0,8,8,0,16,0
Bihar,2008,Kidnap - For Ransom,78,0,0,2,0,0,2,0,78,6,2,42,13,1,76,12
Chandigarh,2008,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Chhattisgarh,2008,Kidnap - For Ransom,3,0,0,0,0,0,0,0,3,0,0,0,1,0,3,2
Delhi,2008,Kidnap - For Ransom,24,1,0,0,0,0,3,2,24,8,3,4,1,0,21,5
Goa,2008,Kidnap - For Ransom,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Gujarat,2008,Kidnap - For Ransom,26,0,0,5,0,0,6,1,26,3,0,10,6,0,20,1
Haryana,2008,Kidnap - For Ransom,11,0,0,0,0,0,0,0,10,1,0,0,1,1,10,7
Himachal Pradesh,2008,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Kidnap - For Ransom,7,0,0,5,2,0,7,0,7,0,0,0,0,0,0,0
Jharkhand,2008,Kidnap - For Ransom,50,0,1,0,0,0,1,0,50,2,2,37,4,0,49,4
Karnataka,2008,Kidnap - For Ransom,19,0,0,1,0,0,1,0,18,0,0,10,5,0,17,2
Kerala,2008,Kidnap - For Ransom,3,0,0,0,0,0,0,0,3,0,0,2,1,0,3,0
Lakshadweep,2008,Kidnap - For Ransom,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Madhya Pradesh,2008,Kidnap - For Ransom,38,0,1,1,0,0,2,0,49,0,4,18,17,3,47,5
Maharashtra,2008,Kidnap - For Ransom,35,0,0,1,0,0,1,0,35,7,4,7,10,2,34,4
Manipur,2008,Kidnap - For Ransom,19,0,0,0,2,0,2,0,22,0,1,1,14,4,20,0
Meghalaya,2008,Kidnap - For Ransom,11,0,0,0,0,0,0,0,11,0,1,4,6,0,11,0
Mizoram,2008,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Nagaland,2008,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Kidnap - For Ransom,3,0,0,0,0,0,1,1,3,0,0,1,0,0,2,1
Puducherry,2008,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Kidnap - For Ransom,8,0,0,0,0,0,1,1,9,0,0,7,0,0,8,1
Rajasthan,2008,Kidnap - For Ransom,6,0,0,0,0,0,0,0,6,0,0,3,0,0,6,3
Tamil Nadu,2008,Kidnap - For Ransom,5,0,0,0,1,1,2,0,5,0,0,1,2,0,3,0
Tripura,2008,Kidnap - For Ransom,16,0,0,0,0,0,0,0,32,1,1,13,13,4,32,0
Uttar Pradesh,2008,Kidnap - For Ransom,69,0,0,0,0,0,0,0,71,9,16,37,5,0,71,4
Uttarakhand,2008,Kidnap - For Ransom,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0
West Bengal,2008,Kidnap - For Ransom,236,6,6,165,20,0,197,0,236,11,5,23,0,0,39,0
Andhra Pradesh,2008,Kidnap - For Revenge,61,4,0,3,0,1,13,5,61,2,0,32,5,4,48,5
Arunachal Pradesh,2008,Kidnap - For Revenge,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
Assam,2008,Kidnap - For Revenge,16,0,0,7,6,0,13,0,16,0,0,0,0,3,3,0
Bihar,2008,Kidnap - For Revenge,29,0,0,0,0,0,1,1,29,0,1,20,7,0,28,0
Chhattisgarh,2008,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Kidnap - For Revenge,3,1,0,0,0,0,1,0,3,1,0,0,0,0,2,1
Goa,2008,Kidnap - For Revenge,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Gujarat,2008,Kidnap - For Revenge,46,0,1,0,1,0,3,1,46,0,0,28,14,0,43,1
Haryana,2008,Kidnap - For Revenge,19,3,0,2,1,0,6,0,21,0,0,5,8,0,15,2
Himachal Pradesh,2008,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Kidnap - For Revenge,7,0,0,5,1,0,6,0,7,0,0,1,0,0,1,0
Jharkhand,2008,Kidnap - For Revenge,9,0,0,0,0,0,0,0,9,0,0,2,7,0,9,0
Karnataka,2008,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2008,Kidnap - For Revenge,14,0,0,0,0,0,1,1,14,0,1,6,6,0,13,0
Madhya Pradesh,2008,Kidnap - For Revenge,2,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1
Maharashtra,2008,Kidnap - For Revenge,15,1,0,0,0,1,2,0,15,0,0,4,8,0,13,1
Manipur,2008,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Kidnap - For Revenge,2,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0
Mizoram,2008,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Kidnap - For Revenge,22,0,0,4,3,0,7,0,22,0,1,7,7,0,15,0
Puducherry,2008,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Kidnap - For Revenge,6,0,0,2,0,0,2,0,7,0,0,4,0,0,5,1
Rajasthan,2008,Kidnap - For Revenge,11,0,0,3,0,0,4,1,11,0,0,5,2,0,7,0
Tamil Nadu,2008,Kidnap - For Revenge,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0
Uttar Pradesh,2008,Kidnap - For Revenge,139,0,0,0,0,0,0,0,139,4,13,84,37,1,139,0
West Bengal,2008,Kidnap - For Revenge,36,9,1,0,0,0,10,0,36,20,0,5,1,0,26,0
Andhra Pradesh,2008,Kidnap - For Sale,11,0,2,3,6,0,11,0,11,0,0,0,0,0,0,0
Arunachal Pradesh,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Kidnap - For Sale,8,4,2,1,0,0,8,1,8,0,0,0,0,0,0,0
Bihar,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,3,0,0,1,2,0,3,0
Himachal Pradesh,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Kidnap - For Sale,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Karnataka,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Kidnap - For Sale,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Maharashtra,2008,Kidnap - For Sale,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Manipur,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Kidnap - For Sale,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Odisha,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Kidnap - For Sale,3,1,0,0,0,0,3,2,3,0,0,0,0,0,0,0
Tamil Nadu,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2008,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2008,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Kidnap - For Slavery,7,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0
Arunachal Pradesh,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Kidnap - For Slavery,6,0,0,0,0,0,0,0,6,0,0,3,2,1,6,0
Bihar,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Kidnap - For Slavery,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Karnataka,2008,Kidnap - For Slavery,8,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0
Madhya Pradesh,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2008,Kidnap - For Slavery,2,0,0,21,0,0,21,0,21,0,0,0,0,0,0,0
Meghalaya,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Kidnap - For Slavery,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Puducherry,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2008,Kidnap - For Slavery,94,0,0,0,0,0,0,0,94,9,22,57,6,0,94,0
West Bengal,2008,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Kidnap - For Unlawful Activity,80,1,2,23,1,1,29,1,85,1,3,30,16,4,56,2
Arunachal Pradesh,2008,Kidnap - For Unlawful Activity,3,0,0,0,0,0,0,0,3,0,0,2,1,0,3,0
Assam,2008,Kidnap - For Unlawful Activity,6,0,0,0,0,0,0,0,6,0,0,3,2,1,6,0
Bihar,2008,Kidnap - For Unlawful Activity,229,15,0,3,0,0,18,0,242,16,48,119,40,0,224,1
Chhattisgarh,2008,Kidnap - For Unlawful Activity,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Delhi,2008,Kidnap - For Unlawful Activity,24,4,2,1,0,0,8,1,25,6,1,6,0,0,17,4
Gujarat,2008,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2008,Kidnap - For Unlawful Activity,18,1,0,3,0,0,5,1,18,1,0,8,3,0,13,1
Himachal Pradesh,2008,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Kidnap - For Unlawful Activity,5,0,0,0,0,0,0,0,9,0,0,8,1,0,9,0
Jharkhand,2008,Kidnap - For Unlawful Activity,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Karnataka,2008,Kidnap - For Unlawful Activity,48,0,0,29,1,1,31,0,48,0,0,10,6,1,17,0
Kerala,2008,Kidnap - For Unlawful Activity,11,0,0,2,1,0,3,0,11,1,0,4,3,0,8,0
Madhya Pradesh,2008,Kidnap - For Unlawful Activity,16,1,3,5,0,0,9,0,16,0,0,2,5,0,7,0
Maharashtra,2008,Kidnap - For Unlawful Activity,30,1,2,3,0,0,6,0,30,0,2,12,10,0,24,0
Manipur,2008,Kidnap - For Unlawful Activity,7,0,2,0,0,0,2,0,10,6,0,0,0,0,8,2
Meghalaya,2008,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Kidnap - For Unlawful Activity,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Odisha,2008,Kidnap - For Unlawful Activity,45,0,0,21,2,1,24,0,45,0,1,5,15,0,21,0
Puducherry,2008,Kidnap - For Unlawful Activity,4,0,0,0,0,0,0,0,4,1,0,1,1,1,4,0
Rajasthan,2008,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Kidnap - For Unlawful Activity,17,0,0,4,0,0,4,0,17,0,0,0,11,2,13,0
West Bengal,2008,Kidnap - For Unlawful Activity,26,0,4,10,0,0,14,0,27,0,0,12,1,0,13,0
Andhra Pradesh,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2009,Kidnap - For Adoption,11,0,0,0,0,0,0,0,11,6,3,2,0,0,11,0
Chandigarh,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Adoption,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2009,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Delhi,2009,Kidnap - For Adoption,5,0,0,0,0,0,1,1,5,0,2,0,0,0,4,2
Gujarat,2009,Kidnap - For Adoption,2,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1
Haryana,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Adoption,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Karnataka,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Kidnap - For Adoption,23,0,20,0,0,0,20,0,23,1,1,0,0,0,3,1
Maharashtra,2009,Kidnap - For Adoption,2,0,0,0,0,0,0,0,3,0,0,2,1,0,3,0
Manipur,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2009,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Tamil Nadu,2009,Kidnap - For Adoption,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
West Bengal,2009,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Kidnap - For Begging,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2009,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Chandigarh,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Gujarat,2009,Kidnap - For Begging,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0
Haryana,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2009,Kidnap - For Begging,2,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0
Kerala,2009,Kidnap - For Begging,2,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1
Madhya Pradesh,2009,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Maharashtra,2009,Kidnap - For Begging,2,2,0,0,0,0,6,4,9,2,1,0,0,0,3,0
Manipur,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2009,Kidnap - For Begging,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2009,Kidnap - For Begging,19,0,0,0,2,0,4,2,19,3,2,6,0,0,15,4
Andhra Pradesh,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2009,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Kidnap - For Illicit Intercourse,170,2,48,105,2,0,158,1,170,0,0,11,1,0,12,0
Arunachal Pradesh,2009,Kidnap - For Illicit Intercourse,9,7,0,0,0,0,9,2,9,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Illicit Intercourse,135,0,0,87,48,0,135,0,135,0,0,0,0,0,0,0
Bihar,2009,Kidnap - For Illicit Intercourse,40,0,0,27,3,0,30,0,40,0,0,10,0,0,10,0
Chandigarh,2009,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Illicit Intercourse,8,2,3,0,3,0,8,0,8,0,0,0,0,0,0,0
Delhi,2009,Kidnap - For Illicit Intercourse,15,7,8,0,0,0,15,0,15,0,0,0,0,0,0,0
Gujarat,2009,Kidnap - For Illicit Intercourse,254,32,29,155,5,0,222,1,252,0,9,18,3,0,30,0
Haryana,2009,Kidnap - For Illicit Intercourse,69,0,3,57,9,0,69,0,69,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Illicit Intercourse,3,1,1,1,0,0,3,0,3,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Illicit Intercourse,212,0,17,148,34,0,199,0,199,0,0,0,0,0,0,0
Jharkhand,2009,Kidnap - For Illicit Intercourse,53,0,1,37,0,0,38,0,53,0,0,8,7,0,15,0
Karnataka,2009,Kidnap - For Illicit Intercourse,5,0,0,3,1,0,5,1,5,0,0,0,0,0,0,0
Kerala,2009,Kidnap - For Illicit Intercourse,22,0,8,12,2,0,22,0,22,0,0,0,0,0,0,0
Madhya Pradesh,2009,Kidnap - For Illicit Intercourse,69,16,30,22,0,0,69,1,69,0,0,0,0,0,0,0
